StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PhotoCriteria,Informed Consent,Prolific_ID,Age,Bio_Sex,Ethnicity,Ethnicity2,Gend_Ident.,RSQ_1a,RSQ_1b,RSQ_2a,RSQ_2b,RSQ_3a,RSQ_3b,RSQ_4a,RSQ_4b,RSQ_5a,RSQ_5b,RSQ_6a,RSQ_6b,RSQ_7a,RSQ_7b,RSQ_8a,RSQ_8b,BRCS_1,BRCS_2,BRCS_3,BRCS_4,PerceivedStress_1,PerceivedStress_2,PerceivedStress_3,PerceivedStress_4,PerceivedStress_5,PerceivedStress_6,PerceivedStress_7,PerceivedStress_8,PerceivedStress_9,PerceivedStress_10,attnchk,ERQ_1,ERQ_11,ERQ_12,ERQ_13,ERQ_14,ERQ_15,ERQ_16,ERQ_17,ERQ_18,ERQ_19,AQ_1,AQ_2,AQ_3,AQ_4,AQ_5,AQ_6,AQ_7,AQ_8,AQ_9,AQ_10,AQ_11,AQ_12,AQ_13,AQ_14,AQ_15,AQ_16,AQ_17,AQ_18,AQ_19,AQ_20,AQ_21,AQ_22,AQ_23,AQ_24,AQ_25,AQ_26,AQ_27,AQ_28,AQ_29,AQ_30,attnchk,AQ_31,AQ_32,AQ_33,AQ_34,AQ_35,AQ_36,AQ_37,AQ_38,AQ_39,AQ_40,AQ_41,AQ_42,AQ_43,AQ_44,AQ_45,AQ_46,AQ_47,AQ_48,AQ_49,AQ_50,SCS_1,SCS_2,SCS_3,SCS_4,SCS_5,SCS_6,SCS_7,SCS_8,SCS_9,SCS_10,SCS_11,SCS_12,SCS_13,SCS_14,SCS_15,SCS_16,SCS_17,SCS_18,SCS_19,SCS_20,NTBS_1,NTBS_2,NTBS_3,NTBS_4,NTBS_5,attnchk,NTBS_6,NTBS_7,NTBS_8,NTBS_9,NTBS_10,SRQ_1,SRQ_2,SRQ_3,SRQ_4,SRQ_5,SRQ_6,SRQ_7,SRQ_8,SRQ_9,SRQ_10,SRQ_11,SRQ_12,SRQ_13,SRQ_14,SRQ_15,SRQ_16,SRQ_17,SRQ_18,SRQ_19,SRQ_20,SRQ_21,SRQ_22,SRQ_23,PROLIFIC_PID,Create New Field or Choose From Dropdown...
3/8/23 7:24,3/8/23 8:07,0,71.191.179.173,100,2550,1,3/8/23 8:07,R_1msDJhieBFym7JK,,,,,38.894,-77.0365,anonymous,EN,1,1,5dd5db1ded7ea4574c7bc996,28,1,2,2,1,3,3,6,3,1,4,1,6,1,3,1,6,5,2,6,5,4,4,4,3,2,3,2,2,2,1,2,2,2,1,0,6,5,6,3,6,5,6,5,3,5,3,2,2,2,3,2,2,1,3,3,2,1,4,3,3,3,2,4,2,3,4,3,2,3,3,3,2,2,4,3,3,2,2,4,2,4,2,3,2,4,3,3,3,3,2,3,3,3,3,3,3,4,3,2,3,2,2,2,4,3,2,4,4,4,4,4,4,2,1,4,3,3,2,3,3,4,4,2,4,2,3,3,6,6,4,6,3,6,3,3,6,5,5,5,6,3,5,6,3,6,6,6,3,6,3,5dd5db1ded7ea4574c7bc996,
3/8/23 7:52,3/8/23 8:08,0,99.127.211.252,100,986,1,3/8/23 8:08,R_3MhvOig1fJPGQOy,,,,,33.933,-84.604,anonymous,EN,1,1,6112dccad39227e361c13866,22,2,1,2,2,1,4,6,3,2,6,2,6,2,3,5,3,5,4,4,6,3,4,5,4,3,2,4,2,2,3,2,2,1,3,0,2,6,2,2,3,4,2,2,6,2,3,2,2,2,1,1,4,2,4,2,2,1,3,1,1,1,2,2,4,3,4,2,1,2,4,3,1,3,2,4,3,1,2,2,2,4,2,2,1,3,1,1,2,1,1,3,2,3,2,4,3,5,4,4,5,3,5,4,3,4,4,4,2,2,3,4,6,4,1,3,5,1,4,1,5,5,4,4,1,5,5,5,6,5,1,5,4,7,6,3,6,6,6,3,5,1,7,6,1,6,7,6,1,6,3,6112dccad39227e361c13866,
3/8/23 7:58,3/8/23 8:10,0,70.188.180.150,100,775,1,3/8/23 8:10,R_SPmKo3WvnFu93fr,,,,,41.874,-71.3844,anonymous,EN,1,1,62fb84322433c8d7e890a145,22,2,1,2,2,4,3,6,3,2,3,3,2,6,3,2,6,6,3,3,2,3,2,2,4,3,3,2,1,1,3,1,1,3,2,0,5,7,3,5,4,3,2,4,1,3,3,3,2,3,2,3,3,3,4,2,4,2,3,2,4,2,3,3,4,3,2,1,2,1,3,1,3,2,3,3,3,2,2,2,1,3,3,3,4,3,2,2,2,3,3,3,1,3,3,2,2,5,5,6,6,5,6,2,4,2,4,4,3,3,2,3,4,3,4,2,3,2,3,2,4,4,4,3,3,4,4,4,4,5,2,4,2,5,4,2,7,4,5,2,6,2,4,6,1,7,6,7,4,7,2,62fb84322433c8d7e890a145,
3/8/23 8:15,3/8/23 8:26,0,12.86.85.170,100,649,1,3/8/23 8:26,R_bJjwC4nG3aJKfyF,,,,,38.2539,-85.76,anonymous,EN,1,1,61085078e47522106cadb883,27,2,1,,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,4,3,2,2,2,2,2,2,0,3,4,3,3,5,3,4,3,5,4,2,1,3,2,3,2,3,2,3,3,3,2,3,3,3,3,2,3,4,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2,2,3,2,3,3,2,3,2,3,2,3,2,2,3,2,3,2,2,4,4,4,4,4,2,4,2,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,2,4,3,3,5,5,2,2,2,5,5,5,5,3,5,5,5,3,5,5,2,4,3,5,3,5,5,61085078e47522106cadb883,
3/8/23 8:40,3/8/23 8:49,0,172.58.219.187,100,526,1,3/8/23 8:49,R_BAfSHFYSmRbu2Ax,,,,,42.3253,-71.0951,anonymous,EN,1,1,608209b96e955ba5201eff25,21,2,1,2,3,3,6,6,6,3,5,6,6,5,6,2,6,2,5,3,5,4,4,4,2,3,2,3,2,2,3,2,1,2,3,0,3,3,3,5,5,3,5,5,3,5,2,2,2,1,2,2,1,2,2,4,3,1,2,3,3,1,3,2,2,3,4,3,1,3,4,2,3,3,3,3,3,3,4,1,3,2,3,4,3,1,4,1,2,2,2,2,1,2,3,3,4,5,5,5,5,4,5,3,5,3,5,4,3,4,2,5,3,4,2,2,3,2,2,2,4,4,4,2,2,4,4,4,6,6,3,6,2,6,5,5,5,5,6,2,3,2,5,6,2,5,6,3,2,6,2,608209b96e955ba5201eff25,
3/8/23 8:50,3/8/23 9:06,0,174.80.244.124,100,979,1,3/8/23 9:06,R_2pRcOSLt1lBKQHy,,,,,35.9188,-81.5403,anonymous,EN,1,1,63d7c5cbacd85e95302f3a62,34,1,1,2,1,1,4,5,1,1,4,3,1,1,4,5,1,6,1,3,1,2,4,3,3,3,3,3,1,0,3,2,0,2,3,0,5,7,5,6,5,6,5,5,6,5,3,4,4,1,3,4,3,4,4,3,4,3,2,4,1,2,4,2,2,3,4,1,2,1,3,1,4,4,1,3,3,2,3,2,3,3,4,3,4,2,2,3,2,4,4,1,1,4,4,1,2,6,6,6,6,6,6,1,6,1,6,1,1,2,2,6,1,1,6,1,1,3,3,1,1,4,4,2,5,4,3,4,1,7,1,4,1,7,2,1,6,6,2,4,5,1,5,5,1,2,6,6,1,7,5,63d7c5cbacd85e95302f3a62,
3/8/23 8:38,3/8/23 9:15,0,67.198.79.140,100,2203,1,3/8/23 9:15,R_2uDp5KbgNbB0Kex,,,,,30.3023,-97.6914,anonymous,EN,1,1,5d76d2f7daf4bf00164d585b,28,2,1,2,2,1,4,6,3,1,4,4,2,1,4,4,2,4,3,3,4,4,2,3,3,2,4,4,1,1,4,2,1,3,4,0,5,4,4,1,2,1,5,4,6,4,1,3,1,1,1,1,4,1,2,2,2,1,4,1,1,4,2,4,2,3,1,3,1,1,3,3,2,4,4,4,3,1,4,2,1,2,1,3,1,2,1,1,4,4,1,3,1,1,1,4,1,3,2,5,1,2,1,6,3,6,1,6,5,3,6,1,6,6,1,3,4,1,5,1,5,5,4,5,1,5,5,5,7,4,1,7,1,7,7,3,3,7,7,3,1,1,7,4,1,7,7,1,3,7,1,5d76d2f7daf4bf00164d585b,
3/8/23 8:56,3/8/23 9:29,0,73.246.53.15,100,2017,1,3/8/23 9:29,R_3qdkFUuZzr1Zvoh,,,,,42.1112,-88.0439,anonymous,EN,1,1,5ed543442db0060a955d12e1,34,1,4,2,1,1,4,4,6,3,5,4,3,2,4,3,6,3,3,3,2,4,4,5,4,2,3,3,2,2,3,1,1,2,3,0,5,7,7,7,4,7,5,5,7,5,2,3,1,2,2,1,4,1,2,1,3,1,2,2,1,4,3,3,1,4,4,2,1,3,2,2,1,1,4,4,3,1,4,3,2,4,1,3,3,4,4,1,4,3,3,4,1,2,3,4,4,5,6,5,5,5,6,2,5,2,5,3,1,3,2,5,3,2,5,2,1,2,5,2,4,5,4,4,2,5,4,5,6,7,1,5,2,7,7,5,2,6,6,2,3,2,6,7,2,6,7,6,5,7,2,5ed543442db0060a955d12e1,
3/8/23 9:26,3/8/23 9:31,0,71.193.16.15,100,273,1,3/8/23 9:31,R_UVz4Sr8g2w4u6iZ,,,,,38.581,-121.4939,anonymous,EN,1,1,63d7f1740f670fc25e1d663a,28,1,4,2,1,4,6,3,6,2,3,2,3,6,3,2,3,6,2,5,6,3,4,4,4,3,3,3,3,1,2,2,2,3,2,0,4,5,5,5,4,4,5,4,4,5,4,3,2,3,2,1,4,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,3,2,3,1,2,3,1,2,2,1,3,3,2,2,3,2,2,2,2,2,2,1,2,2,3,2,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,3,3,3,4,4,4,4,2,4,3,4,5,4,3,4,5,5,4,5,7,5,6,3,5,5,4,5,6,5,6,5,6,6,6,63d7f1740f670fc25e1d663a,
3/8/23 9:18,3/8/23 9:36,0,98.11.79.169,100,1048,1,3/8/23 9:36,R_BQdgY3JNMFJZ6cV,,,,,43.5604,-76.1166,anonymous,EN,1,1,6150b927614a4f154f311f9d,32,2,1,2,2,1,4,5,3,1,4,1,4,1,4,1,4,1,4,5,5,5,4,4,4,2,2,4,3,2,2,3,2,1,2,0,4,5,2,1,2,4,2,1,5,1,3,2,1,2,2,1,4,1,2,2,3,1,1,1,1,4,3,3,3,4,4,4,1,3,3,3,1,3,3,4,3,1,2,3,2,4,2,2,2,3,1,2,4,1,3,3,2,2,1,4,2,5,5,1,2,3,1,5,3,2,6,4,4,3,3,3,3,6,2,3,1,4,3,5,4,3,4,3,5,2,1,2,2,7,1,3,1,7,4,1,4,3,4,4,4,1,4,7,1,2,7,4,5,7,4,6150b927614a4f154f311f9d,
3/8/23 9:17,3/8/23 9:46,0,99.10.70.58,100,1750,1,3/8/23 9:46,R_2RVUueCJOocs1Xu,,,,,32.7449,-117.165,anonymous,EN,1,1,630d38824bad7ea1700632d0,28,1,2,2,1,4,3,3,6,3,6,2,3,6,3,3,6,4,4,6,3,2,4,3,3,3,2,2,3,1,3,3,2,4,4,0,5,6,4,6,4,5,4,5,5,4,2,3,2,3,2,2,3,2,3,2,3,2,3,3,3,3,3,3,2,2,3,2,2,2,3,3,2,3,2,3,3,2,3,3,3,3,2,2,3,3,2,3,2,2,2,2,2,3,2,3,4,3,5,3,2,3,4,5,4,5,5,4,5,5,5,4,6,5,4,5,3,2,4,3,3,4,4,3,4,4,4,3,5,4,2,5,4,5,6,2,4,4,5,2,1,2,5,5,2,4,6,5,2,6,4,630d38824bad7ea1700632d0,
3/8/23 9:37,3/8/23 9:52,0,74.90.233.148,100,882,1,3/8/23 9:52,R_246PF2tjoa6kPI9,,,,,40.6372,-73.9037,anonymous,EN,1,1,5b6c312fa1fda800015fe165,32,2,2,2,2,3,4,6,3,3,3,4,6,5,3,1,4,4,5,5,6,4,3,5,4,2,2,3,2,2,3,2,1,2,2,0,5,2,7,1,6,1,6,5,3,6,3,4,1,3,1,4,4,1,3,2,4,2,3,2,2,2,2,3,4,4,4,3,3,1,3,3,1,3,3,4,3,1,2,4,2,3,1,1,2,2,1,2,3,2,2,3,1,2,1,3,2,4,3,5,6,4,4,3,3,5,4,4,5,4,3,4,6,3,2,3,2,4,3,2,4,5,4,3,2,3,3,4,5,7,1,3,1,7,6,1,4,6,5,5,2,1,4,7,1,6,7,2,3,6,5,5b6c312fa1fda800015fe165,
3/8/23 10:01,3/8/23 10:07,0,131.212.250.243,100,342,1,3/8/23 10:07,R_1luUxv4PMms7ahx,,,,,44.9764,-93.224,anonymous,EN,1,1,60fdb9ec6c3006abe82e5182,23,2,1,2,2,3,6,6,2,6,3,2,6,3,5,6,6,3,3,3,5,4,3,3,4,2,2,1,3,1,2,2,1,1,2,0,3,6,5,4,4,5,3,5,4,2,3,2,3,4,1,2,3,2,3,3,1,3,2,3,4,3,2,3,1,3,3,3,2,4,3,2,3,4,3,2,3,3,2,2,3,2,2,3,2,3,3,2,2,3,4,3,2,3,3,2,3,4,5,2,3,6,4,3,3,5,4,3,4,4,5,3,5,4,4,5,5,3,4,2,3,4,4,2,2,3,4,3,5,7,2,5,5,3,4,6,3,5,4,3,4,3,5,5,4,3,4,5,4,6,3,60fdb9ec6c3006abe82e5182,
3/8/23 9:58,3/8/23 10:10,0,216.115.142.42,100,750,1,3/8/23 10:10,R_1DJh0pOIF6POPuI,,,,,30.4042,-91.1431,anonymous,EN,,1,605b5b5feff0e95f2cd60834,25,2,1,2,2,1,3,4,6,2,4,4,6,1,4,2,2,2,3,4,5,4,5,4,4,1,1,1,3,3,2,2,3,2,1,0,6,7,6,1,5,1,6,5,1,5,3,2,1,2,3,3,3,2,4,2,3,3,1,2,2,2,3,4,3,3,4,2,3,1,2,1,2,1,2,1,3,1,2,3,1,4,2,1,3,4,2,4,2,2,2,3,1,2,1,3,1,5,4,5,6,5,4,6,6,6,6,4,4,3,3,4,6,3,3,4,2,4,2,4,5,4,4,3,4,3,3,2,6,7,1,5,2,7,5,2,1,5,6,3,1,2,5,6,1,5,5,6,5,6,5,605b5b5feff0e95f2cd60834,
3/8/23 11:11,3/8/23 11:24,0,24.119.136.73,100,813,1,3/8/23 11:24,R_2zMRPZMkWgFYUEV,,,,,34.4958,-112.3783,anonymous,EN,1,1,63ddc6baab6a2130b8a41bf7,30,1,1,1,1,4,6,6,3,4,4,3,3,3,3,3,3,6,3,4,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,0,6,5,6,5,5,5,6,6,3,5,2,2,1,1,2,3,4,1,3,2,2,3,1,2,1,2,2,2,2,1,2,1,3,1,2,2,2,1,2,1,3,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,6,3,4,6,6,4,3,3,2,6,3,4,6,3,3,6,6,5,2,2,3,4,2,5,5,4,3,4,5,5,5,7,7,1,3,1,7,7,1,6,7,7,7,4,1,7,7,1,7,7,7,4,7,7,63ddc6baab6a2130b8a41bf7,
3/8/23 7:25,3/8/23 7:26,0,24.239.34.196,1,20,0,3/15/23 8:26,R_2VjvCqrRlZokRTl,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5adea08aeb60400001538a6f,
3/8/23 7:25,3/8/23 7:26,0,71.200.203.90,1,42,0,3/15/23 8:26,R_3ly6jtfwsKJCuTu,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611131e47725f6a04c723651,
3/8/23 7:26,3/8/23 7:27,0,71.163.242.129,1,17,0,3/15/23 8:27,R_1BRBH3mUQOeDsqE,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dfdc45e617219a8e2e05c26,
3/8/23 7:27,3/8/23 7:28,0,141.149.35.233,1,65,0,3/15/23 8:28,R_10Zvr5ziQWyCwpT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62911ef14fd68295d60ba83b,
3/8/23 7:28,3/8/23 7:29,0,50.224.96.214,1,62,0,3/15/23 8:30,R_3kp8hZrH9pLnxzj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6036f9b3b1842f8b659b18c7,
3/8/23 7:49,3/8/23 7:49,0,166.182.250.84,1,15,0,3/15/23 8:49,R_3EXawG0jHAvRGlP,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636581a08eab842daa28f00a,
3/8/23 7:50,3/8/23 7:51,0,108.49.102.34,1,45,0,3/15/23 8:51,R_2B8lHyVoBN19hhz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b7d518d1e35f0000173153c,
3/8/23 7:29,3/8/23 7:51,0,165.225.58.244,4,1324,0,3/15/23 8:51,R_3Lcqc1pSartbWvo,,,,,,,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62c3021ebe7b00c7eb3fad22,
3/8/23 7:58,3/8/23 7:58,0,73.49.43.64,1,21,0,3/15/23 8:58,R_2qCw4vNvl7FiBbd,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63d7f71a9f013b20a05ea683,
3/8/23 8:09,3/8/23 8:09,0,75.83.193.162,1,12,0,3/15/23 9:12,R_2sdK6lcLc9CjlpS,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63d82d20ed2b67b4f77f1fc7,
3/8/23 7:25,3/8/23 8:11,0,174.216.147.249,1,2769,0,3/15/23 9:14,R_2AMx6j2HiVTdJcq,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636261a282f90a4b0998fe5c,
3/8/23 8:13,3/8/23 8:14,0,108.54.71.14,1,38,0,3/15/23 9:16,R_1l4YBbovHxZVq3Y,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ec5a64c306f255ec98d5cc1,
3/8/23 8:26,3/8/23 8:27,0,97.65.135.106,1,27,0,3/15/23 9:30,R_1jPM2FcYlPwWGja,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564e93659b124900127eb55b,
3/8/23 8:32,3/8/23 8:37,0,47.39.196.158,29,320,0,3/15/23 9:41,R_BzBllKaLyK2wcox,,,,,,,anonymous,EN,1,1,62b5e825a5e8616bde25741d,32,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,4,4,4,2,2,1,3,5,5,2,1,4,5,5,3,4,5,5,4,1,1,5,4,3,5,4,5,4,5,3,62b5e825a5e8616bde25741d,
3/8/23 8:49,3/8/23 8:50,0,104.179.206.170,4,77,0,3/15/23 10:00,R_dnHhMzJAel3P4B3,,,,,,,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d4225e01985380018375d83,
3/8/23 8:48,3/8/23 8:48,0,98.121.73.80,1,31,0,3/15/23 10:01,R_3L5dV9bcmVe1EDa,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f6cdde7a8d71310b06e402a,
3/8/23 9:15,3/8/23 9:17,0,98.118.134.179,1,137,0,3/15/23 10:37,R_3HZvRzJTdqM1J9r,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63eeaedb26e599e86e8f7929,
3/8/23 9:55,3/8/23 9:55,0,45.23.53.204,1,16,0,3/15/23 11:06,R_1goueU3MYOXvNNW,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63ea72a1db4b8d9938f2b0c4,
3/8/23 9:56,3/8/23 9:56,0,107.128.187.196,1,43,0,3/15/23 11:06,R_bydCsGJfijg6weJ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63d5809afc9821660c1ada7a,
3/8/23 9:58,3/8/23 10:00,0,65.35.103.47,4,81,0,3/15/23 11:10,R_2aRegeQGrDhGnnW,,,,,,,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d7e1ca541f88e0018d5b8bb,
3/8/23 10:00,3/8/23 10:01,0,64.188.179.234,1,81,0,3/15/23 11:11,R_28AQKE74NR7QDwB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5adfcb03f6b58c0001fa9083,
3/8/23 8:47,3/8/23 10:08,0,198.180.129.20,7,4909,0,3/15/23 11:15,R_9BUhaDuWkiF2yE9,,,,,,,anonymous,EN,1,1,duplicate of (60fd5a99c4e4ead0c9a6fff4),29,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,duplicate of (60fd5a99c4e4ead0c9a6fff4),
3/8/23 11:10,3/8/23 11:10,0,47.40.10.135,1,25,0,3/15/23 12:11,R_1QLpkRGbMF7WTjE,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f4fd146ee39f70f490889c9,
3/8/23 11:05,3/8/23 11:09,0,68.201.140.237,1,240,0,3/15/23 12:18,R_2Cfz9wBIurftXTw,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63d42902a85ae3e7b4920266,
