StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PhotoCriteria,Informed Consent,Prolific_ID,Age,Bio_Sex,Ethnicity,Ethnicity2,Gend_Ident.,RSQ_1a,RSQ_1b,RSQ_2a,RSQ_2b,RSQ_3a,RSQ_3b,RSQ_4a,RSQ_4b,RSQ_5a,RSQ_5b,RSQ_6a,RSQ_6b,RSQ_7a,RSQ_7b,RSQ_8a,RSQ_8b,BRCS_1,BRCS_2,BRCS_3,BRCS_4,PerceivedStress_1,PerceivedStress_2,PerceivedStress_3,PerceivedStress_4,PerceivedStress_5,PerceivedStress_6,PerceivedStress_7,PerceivedStress_8,PerceivedStress_9,PerceivedStress_10,attnchk,ERQ_1,ERQ_11,ERQ_12,ERQ_13,ERQ_14,ERQ_15,ERQ_16,ERQ_17,ERQ_18,ERQ_19,AQ_1,AQ_2,AQ_3,AQ_4,AQ_5,AQ_6,AQ_7,AQ_8,AQ_9,AQ_10,AQ_11,AQ_12,AQ_13,AQ_14,AQ_15,AQ_16,AQ_17,AQ_18,AQ_19,AQ_20,AQ_21,AQ_22,AQ_23,AQ_24,AQ_25,AQ_26,AQ_27,AQ_28,AQ_29,AQ_30,attnchk,AQ_31,AQ_32,AQ_33,AQ_34,AQ_35,AQ_36,AQ_37,AQ_38,AQ_39,AQ_40,AQ_41,AQ_42,AQ_43,AQ_44,AQ_45,AQ_46,AQ_47,AQ_48,AQ_49,AQ_50,SCS_1,SCS_2,SCS_3,SCS_4,SCS_5,SCS_6,SCS_7,SCS_8,SCS_9,SCS_10,SCS_11,SCS_12,SCS_13,SCS_14,SCS_15,SCS_16,SCS_17,SCS_18,SCS_19,SCS_20,NTBS_1,NTBS_2,NTBS_3,NTBS_4,NTBS_5,NTBS_6,NTBS_7,NTBS_8,NTBS_9,NTBS_10,SRQ_1,SRQ_2,SRQ_3,SRQ_4,SRQ_5,SRQ_6,SRQ_7,SRQ_8,SRQ_9,SRQ_10,SRQ_11,SRQ_12,SRQ_13,SRQ_14,SRQ_15,SRQ_16,SRQ_17,SRQ_18,SRQ_19,SRQ_20,SRQ_21,SRQ_22,SRQ_23,PROLIFIC_PID,Create New Field or Choose From Dropdown...
2/1/23 8:37,2/1/23 8:38,0,71.227.9.109,1,46,0,2/8/23 8:38,R_1kFZNKKpsOAIisb,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bef64b373e44f0001092811,
2/1/23 8:37,2/1/23 8:38,0,75.139.126.15,1,28,0,2/8/23 8:38,R_1d4CZwtT2D7dvaa,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dd0749782569a156ed4f658,
2/1/23 8:37,2/1/23 8:38,0,76.86.236.35,1,66,0,2/8/23 8:38,R_Z8HnGNVnkLi1hPH,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55d35447da14d7000e95318f,
2/1/23 8:38,2/1/23 8:38,0,68.131.3.204,1,30,0,2/8/23 8:38,R_3QQ3o6xpOCTjrmW,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63d7b2bf8c384775818d4be0,
2/1/23 8:38,2/1/23 8:39,0,76.131.216.132,1,44,0,2/8/23 8:39,R_2CWBOkPzmHdID3f,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634ef87aec0966557c825573,
2/1/23 8:38,2/1/23 8:39,0,97.87.61.4,4,44,0,2/8/23 8:39,R_8e1jv8DVvVFQfSx,,,,,,,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62bdc30224534809032cf056,
2/1/23 8:39,2/1/23 8:39,0,96.32.6.244,1,15,0,2/8/23 8:39,R_1ig22v7a0BGaeLr,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6054e1ddb68b58dd23242765,
2/1/23 8:40,2/1/23 8:41,0,69.18.18.66,1,44,0,2/8/23 8:41,R_2Xd6oWobVb3afTH,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628659966054a3064240cb17,
2/1/23 8:39,2/1/23 8:41,0,174.70.200.112,1,141,0,2/8/23 8:41,R_25Fa1yHYVSAdFnx,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61043f36bc2fb31110d2067d,
2/1/23 8:42,2/1/23 8:42,0,68.9.192.109,1,14,0,2/8/23 8:42,R_2CUEccKSR0kMJQg,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631c8e97db06f601f81bd82f,
2/1/23 8:42,2/1/23 8:44,0,69.115.53.27,1,114,0,2/8/23 8:44,R_2SxKECKzM9T5pER,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61506f90721dcdeca6e77c2d,
2/1/23 8:46,2/1/23 8:47,0,173.22.23.45,1,107,0,2/8/23 8:47,R_zYHBEHg3hhgUYff,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dee72917309b950e5262f3a,
2/1/23 8:42,2/1/23 8:50,0,138.229.205.113,1,498,0,2/8/23 8:50,R_2E9MmI4qMaVLWb3,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55b2d3f2fdf99b525bc839aa,
2/1/23 8:49,2/1/23 8:52,0,98.46.109.195,1,191,0,2/8/23 8:52,R_e2lHpPLhAccuYfv,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a3bdd2c8d005a0001829f3e,
2/1/23 8:53,2/1/23 8:53,0,207.204.56.218,1,44,0,2/8/23 8:53,R_3j34AO1Jd2cUyJZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594a969df0ea1b0001558178,
2/8/23 8:49,2/8/23 8:55,0,76.146.233.174,100,361,1,2/8/23 8:55,R_9ThhcrLOi70kt0d,,,,,47.5601,-122.2326,anonymous,EN,1,1,5ba98278d08ab20001c84f2b,27,1,4,2,1,5,3,3,6,2,6,3,3,3,3,3,6,6,5,3,3,4,4,4,4,1,3,2,2,3,1,2,1,0,1,0,5,7,6,6,5,7,5,6,6,6,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,1,2,2,1,2,4,4,,5,4,4,3,3,4,5,5,4,4,3,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,5,5,2,6,2,6,5,2,2,6,6,2,6,2,6,5,1,5,6,6,6,6,3,5ba98278d08ab20001c84f2b,
2/8/23 8:49,2/8/23 8:56,0,72.74.160.183,100,412,1,2/8/23 8:56,R_1F8PLfhqw9jLyvS,,,,,42.312,-71.1081,anonymous,EN,1,1,5aa83a71f6dfdd0001eb1690,33,2,1,2,2,1,4,2,6,1,4,1,4,1,4,1,4,1,4,5,3,3,4,2,4,1,1,2,3,2,3,2,3,1,2,0,2,4,2,1,2,2,2,3,2,2,2,2,2,2,1,4,4,2,3,1,3,2,3,2,2,3,2,4,2,3,4,3,2,2,3,3,3,2,3,2,3,2,2,2,2,4,2,2,2,4,2,2,3,2,2,4,2,3,2,3,2,1,4,1,1,1,1,4,1,5,1,4,4,4,3,1,4,4,2,3,3,4,5,2,3,4,2,3,4,4,5,5,7,1,4,5,5,5,2,5,6,5,3,2,5,5,6,1,4,5,6,5,6,4,5aa83a71f6dfdd0001eb1690,
2/8/23 8:50,2/8/23 8:59,0,72.182.160.80,100,557,1,2/8/23 8:59,R_Ck5g4VPhVgXsv61,,,,,32.6609,-97.0342,anonymous,EN,1,1,5f3d6975ef131710ed519c7a,34,1,1,1,1,4,5,3,6,2,5,6,6,5,2,2,2,6,2,5,6,4,3,4,3,2,2,2,3,2,2,1,3,1,2,0,5,5,6,5,4,4,3,3,5,4,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,4,4,3,2,3,3,3,2,3,2,3,3,3,2,3,2,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,3,2,3,4,4,2,2,3,2,4,3,4,4,4,4,3,4,4,3,4,4,2,3,2,3,4,3,2,4,3,2,4,5,3,3,4,5,5,3,3,5,4,5,5,4,3,5,5,4,3,5,5,5,4,5f3d6975ef131710ed519c7a,
2/8/23 8:53,2/8/23 9:06,0,128.151.150.9,100,806,1,2/8/23 9:06,R_2PpaYFkn2BSsBo8,,,,,43.1308,-77.6282,anonymous,EN,1,1,5ecdcc5497268a15bfa8c04e,22,1,4,2,1,4,6,2,3,2,3,2,3,2,2,5,6,5,3,6,5,4,4,4,4,1,0,2,3,1,1,3,2,4,3,0,5,6,4,5,5,4,4,4,4,5,3,2,3,2,2,2,4,2,2,2,2,1,3,3,2,2,3,2,2,3,3,3,2,2,2,4,2,2,3,3,3,1,1,3,2,4,1,1,2,2,1,2,2,1,2,4,3,2,2,4,2,3,2,2,2,2,2,5,2,5,2,5,5,4,5,2,4,4,2,4,4,4,4,2,4,4,2,4,2,2,2,5,6,2,4,4,6,5,2,2,5,5,2,3,2,5,6,2,6,6,4,3,6,4,5ecdcc5497268a15bfa8c04e,
2/8/23 9:16,2/8/23 9:31,0,98.114.124.224,100,944,1,2/8/23 9:31,R_2wyvCnmrBb5A2Us,,,,,39.934,-75.16,anonymous,EN,1,1,5f16f559325a640008bb9a07,35,1,1,2,1,3,3,2,3,5,6,5,3,2,3,5,3,1,3,2,3,3,4,5,5,1,1,1,3,3,1,4,3,0,1,0,7,2,6,2,6,2,5,5,2,6,3,3,2,3,4,4,4,1,4,2,2,2,1,2,3,2,3,3,4,3,4,3,4,2,3,3,2,2,3,3,3,2,2,3,3,4,2,2,3,3,2,4,3,2,2,3,3,2,1,3,2,1,1,1,1,1,1,4,1,5,1,4,5,5,5,1,5,5,1,5,5,4,4,3,4,4,3,3,2,3,3,5,,1,5,3,5,4,1,4,5,4,3,2,1,3,4,1,4,5,5,4,6,3,5f16f559325a640008bb9a07,
2/8/23 9:23,2/8/23 9:43,0,136.55.21.123,100,1177,1,2/8/23 9:43,R_2cnPvwYM3jgPsfn,,,,,33.9349,-84.3922,anonymous,EN,1,1,5c0fc9645096c60001f15b12,34,1,1,2,1,2,3,2,3,3,4,3,4,6,3,3,6,6,4,3,5,4,4,2,4,2,3,1,3,4,1,2,3,3,1,0,5,6,3,6,3,5,6,5,3,2,2,1,2,2,3,2,3,1,2,1,2,3,2,1,2,3,1,2,1,2,4,2,1,2,3,3,2,2,3,2,3,2,2,3,2,2,1,2,1,2,2,2,1,1,2,3,2,1,2,3,2,5,2,4,2,3,2,5,2,5,5,6,5,6,5,5,6,5,2,5,5,2,4,5,4,5,4,2,4,2,2,6,5,2,5,6,5,6,6,5,6,7,5,6,5,6,5,6,5,6,6,5,6,5,5c0fc9645096c60001f15b12,
2/8/23 9:34,2/8/23 9:49,0,166.181.87.124,100,913,1,2/8/23 9:49,R_2CD10Jlc9GaVYwm,,,,,41.6021,-93.6124,anonymous,EN,1,1,60fcebba7345a976efc9c080,33,2,1,2,2,2,4,6,6,5,4,3,6,5,3,6,6,5,5,4,1,4,3,3,4,2,2,2,2,1,0,2,3,1,0,0,5,5,5,3,6,5,5,5,6,5,3,2,2,3,4,3,4,2,4,3,3,3,1,3,2,4,3,4,4,4,4,2,4,2,4,3,2,2,2,3,3,2,2,4,4,3,2,2,3,4,3,4,4,1,3,3,1,3,2,4,2,3,3,3,2,2,2,4,3,5,1,5,4,3,3,3,5,4,1,5,4,3,4,2,4,4,2,3,3,4,4,5,7,2,2,2,6,5,3,4,6,5,2,4,3,4,6,1,5,6,4,2,6,2,60fcebba7345a976efc9c080,
2/8/23 9:33,2/8/23 9:51,0,96.40.131.139,100,1088,1,2/8/23 9:51,R_21yQITYUP4dy68i,,,,,34.0648,-118.086,anonymous,EN,1,1,63d14a71a7f62dc9ec3ddd75,33,2,1,1,2,1,5,1,6,1,4,4,4,6,3,1,4,1,4,4,6,5,5,5,3,2,1,3,4,3,2,4,2,1,2,0,6,7,6,2,7,2,6,7,5,6,3,2,4,4,1,2,3,1,4,1,3,1,1,2,2,3,4,4,4,4,4,2,1,3,3,4,1,1,3,2,3,1,1,4,4,2,1,3,2,4,1,2,1,1,4,3,1,4,1,1,2,3,4,5,1,3,1,5,2,1,3,6,3,5,6,5,1,2,1,4,4,5,3,4,1,3,1,1,2,4,3,5,7,1,1,1,7,4,1,4,5,6,1,7,1,2,7,1,6,7,7,1,7,4,63d14a71a7f62dc9ec3ddd75,
2/8/23 10:10,2/8/23 10:17,0,65.185.24.43,100,423,1,2/8/23 10:17,R_efAQpo1EZV2tNe1,,,,,40.0732,-82.4017,anonymous,EN,1,1,62e2d5c238c450c3579dfa91,20,1,1,2,1,5,3,4,5,3,5,3,2,5,6,2,6,3,5,3,6,3,4,4,3,2,2,3,2,2,3,2,3,2,2,0,5,6,4,5,4,5,4,5,4,4,2,2,3,2,2,2,3,2,3,2,3,2,3,2,2,2,1,2,2,2,2,2,3,1,4,2,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,1,2,2,1,2,3,2,5,5,5,5,4,4,4,5,4,4,4,5,4,4,5,5,4,5,4,4,3,4,3,5,4,4,4,5,4,4,5,6,3,5,4,6,6,4,4,5,6,4,4,3,4,5,4,6,5,4,6,6,5,62e2d5c238c450c3579dfa91,
2/8/23 10:27,2/8/23 10:36,0,73.149.158.237,100,525,1,2/8/23 10:36,R_2YKCOjRL8Prm4fn,,,,,43.6444,-72.2455,anonymous,EN,1,1,63d3f9de61039d451f5601cf,33,2,1,2,2,2,4,3,6,1,4,3,6,1,4,5,4,6,3,6,5,4,4,4,4,1,1,1,4,3,1,3,4,1,1,0,6,6,6,1,6,1,6,6,2,6,2,2,2,4,4,1,4,3,3,1,2,1,2,1,2,4,2,3,3,3,4,3,2,3,1,3,1,1,3,2,3,1,2,3,3,4,1,1,2,4,2,3,4,1,2,3,1,2,1,3,1,2,3,2,1,1,1,5,1,6,1,6,6,6,5,1,6,5,1,5,3,4,4,2,4,4,2,4,4,2,2,6,7,1,2,2,7,5,1,2,5,5,2,2,2,2,7,1,6,6,2,2,6,2,63d3f9de61039d451f5601cf,
2/8/23 10:32,2/8/23 11:18,0,96.90.106.185,100,2797,1,2/8/23 11:18,R_1mCracAPlQ1kq0r,,,,,42.017,-86.2924,anonymous,EN,1,1,61095a37fbf7b13d6f7f2f5b,30,2,1,2,2,1,4,6,6,6,3,1,4,2,3,5,2,1,4,5,5,4,3,4,4,2,1,2,2,2,1,2,2,2,0,0,3,2,3,1,3,1,2,2,1,2,1,2,2,2,2,3,3,2,3,2,2,2,3,3,2,3,3,3,2,2,4,3,3,1,3,3,1,1,1,2,3,2,2,3,3,3,3,3,3,3,2,3,3,1,1,3,2,2,2,3,3,2,2,2,2,2,2,5,2,5,2,5,5,5,4,3,4,5,2,4,3,2,5,2,5,5,4,1,5,5,5,7,7,1,7,2,7,7,1,4,,7,5,2,1,7,7,1,7,7,2,5,7,5,61095a37fbf7b13d6f7f2f5b,
2/8/23 10:55,2/8/23 11:21,0,104.14.20.153,100,1572,1,2/8/23 11:21,R_1NCbqYID7qglZ7Z,,,,,30.443,-90.4386,anonymous,EN,1,1,59d9d9cd8fd07a0001842484,29,1,1,1,1,2,3,5,6,2,6,3,2,5,6,6,6,4,3,5,5,3,5,3,2,2,1,2,3,2,0,3,3,2,2,0,3,7,6,6,5,6,3,2,6,6,3,4,1,2,1,1,4,1,2,1,4,1,2,1,3,2,4,3,1,3,4,2,1,3,3,3,2,3,2,2,3,1,2,2,3,4,2,1,4,4,2,3,3,2,3,3,2,3,1,1,3,4,5,4,4,3,4,3,1,4,3,3,5,2,3,2,3,2,1,3,2,5,3,3,4,3,2,5,2,1,3,2,7,4,2,4,5,4,3,5,4,2,6,4,2,5,7,2,3,6,4,7,6,5,59d9d9cd8fd07a0001842484,
2/8/23 11:43,2/8/23 11:53,0,172.58.108.10,100,594,1,2/8/23 11:53,R_2wR0HniHGVHSEXL,,,,,32.7797,-96.8022,anonymous,EN,1,1,611118b967515e93dcf141f1,21,1,1,1,1,1,2,3,4,1,4,3,6,1,6,1,3,1,1,4,2,5,5,5,5,4,2,4,1,2,4,1,3,4,3,0,5,5,5,2,7,1,7,7,7,7,1,3,2,2,2,3,2,1,1,1,1,1,3,1,1,2,1,2,1,4,4,3,1,1,3,4,1,2,1,3,3,3,1,3,1,2,2,3,1,3,1,1,4,2,1,4,2,1,1,1,1,5,5,6,2,1,5,1,6,1,6,6,3,6,5,2,4,3,6,5,6,5,3,5,4,1,5,2,1,4,1,6,7,1,6,1,7,4,1,7,6,5,4,7,1,6,7,1,4,7,7,1,7,4,611118b967515e93dcf141f1,
2/8/23 11:56,2/8/23 12:18,0,69.137.186.241,100,1297,1,2/8/23 12:18,R_3LdVTjJEZPW0viK,,,,,32.4047,-111.2736,anonymous,EN,1,1,5efc24acc8e96b1e45596223,30,1,1,2,1,4,5,3,5,3,3,2,3,5,6,2,2,5,5,6,5,3,3,4,3,2,2,1,2,2,2,1,2,1,2,0,4,5,4,4,4,4,3,4,3,4,2,1,2,1,2,3,2,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,2,1,2,1,2,3,2,3,3,2,2,1,2,1,2,2,1,2,1,2,2,1,2,3,2,2,1,2,1,4,3,2,3,2,2,3,4,6,4,6,5,4,6,5,6,5,6,5,6,3,4,3,2,3,3,3,4,3,2,5,4,5,4,5,4,5,4,4,5,4,5,3,4,5,4,5,4,5,4,5,6,5,5efc24acc8e96b1e45596223,
2/8/23 12:24,2/8/23 12:45,0,146.203.129.25,100,1255,1,2/8/23 12:45,R_SH9zuWOIrhBgNON,,,,,40.7961,-73.9513,anonymous,EN,1,1,62c8c2d71e87b86722f0215b,34,1,4,2,1,5,3,6,3,3,6,3,3,4,4,3,3,4,4,3,4,4,4,5,5,0,0,0,4,4,0,4,4,0,0,0,6,4,5,3,4,3,5,5,2,5,1,3,1,3,4,4,4,1,4,3,1,4,2,3,3,3,2,3,3,4,4,4,4,3,2,4,2,1,1,2,3,2,3,4,4,3,2,1,2,3,3,1,4,1,1,4,4,1,1,2,4,1,1,1,1,1,1,6,1,6,1,6,6,6,6,1,6,6,1,6,6,2,2,2,5,5,5,1,5,5,5,6,6,1,6,1,6,6,1,4,6,5,2,1,1,6,7,1,6,6,4,2,7,6,62c8c2d71e87b86722f0215b,
2/8/23 13:12,2/8/23 13:19,0,172.58.108.10,100,418,1,2/8/23 13:19,R_1llYplkXFJbis2f,,,,,32.7797,-96.8022,anonymous,EN,1,1,611118b967515e93dcf141f1,21,1,1,1,1,1,4,6,6,1,4,4,2,6,1,4,4,1,1,4,2,4,5,5,1,0,2,3,2,1,2,2,2,4,2,0,7,5,5,2,7,4,7,7,7,7,1,4,1,1,1,3,3,1,1,1,1,1,3,2,1,2,1,2,1,4,3,4,1,1,2,4,1,4,1,2,3,2,1,2,1,2,1,3,1,3,1,2,4,3,1,3,2,1,1,2,1,5,5,5,2,5,4,6,4,2,5,3,2,6,5,6,3,2,3,6,5,3,1,1,4,2,5,2,1,4,2,4,7,1,6,1,6,3,1,7,6,5,4,7,1,5,7,1,3,7,7,4,7,4,611118b967515e93dcf141f1,
2/8/23 13:24,2/8/23 13:32,0,47.6.168.35,100,491,1,2/8/23 13:32,R_240keg0XIv1Apbh,,,,,36.0683,-119.0343,anonymous,EN,1,1,5adef850eb60400001539109,25,1,1,1,1,4,3,3,3,6,6,2,3,2,4,2,3,6,3,3,6,4,3,4,4,2,2,3,2,2,2,2,2,2,2,0,4,6,4,5,4,5,4,4,5,5,3,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,3,2,2,2,2,3,2,1,3,2,4,2,2,2,3,3,3,2,1,2,3,2,2,2,4,2,4,4,5,4,4,5,3,4,3,4,3,3,3,4,4,3,3,4,3,3,4,3,3,2,4,3,4,3,2,2,6,6,3,5,2,6,6,2,5,5,7,3,4,2,6,7,2,5,5,6,5,5,5,5adef850eb60400001539109,
2/8/23 14:26,2/8/23 14:43,0,208.194.214.196,100,1016,1,2/8/23 14:43,R_Wj1AqUFRO5TzLJD,,,,,40.7256,-74.1594,anonymous,EN,1,1,63d1b0363f9bd5a6062dfb1c,21,1,2,2,1,6,4,4,2,4,3,4,4,4,4,4,6,4,4,4,4,5,5,5,5,4,4,2,4,4,1,4,4,1,0,0,7,2,7,1,7,1,4,4,6,7,1,4,1,3,4,4,4,1,4,2,1,1,4,1,3,2,1,4,3,4,4,4,4,1,4,4,4,4,3,2,3,2,4,4,1,4,4,1,1,3,2,1,4,2,1,4,4,1,1,3,3,1,1,1,1,1,1,6,1,6,1,6,6,6,6,1,5,6,1,6,2,4,4,3,5,4,4,1,4,5,4,7,7,1,7,1,7,7,1,7,7,7,5,7,1,7,7,1,7,7,7,7,7,7,63d1b0363f9bd5a6062dfb1c,
2/8/23 15:26,2/8/23 15:32,0,73.241.108.16,100,367,1,2/8/23 15:32,R_em4auz51uiM6xXz,,,,,37.7771,-122.406,anonymous,EN,1,1,60318abd5f6c24103dd02a1f,28,1,1,2,1,1,4,5,3,1,4,5,3,1,4,2,2,2,3,4,2,4,5,5,4,0,0,1,4,3,0,4,4,0,0,0,6,1,7,1,6,1,6,7,1,6,2,1,2,4,4,4,4,3,2,3,3,3,4,3,2,2,2,2,2,4,3,4,3,2,3,4,2,4,2,2,3,2,3,4,3,4,1,2,2,3,4,4,4,1,2,4,3,2,1,4,4,1,1,1,1,1,1,6,1,6,1,6,6,6,3,1,5,4,1,6,3,3,4,2,4,5,3,2,4,3,3,5,7,1,3,1,7,7,1,5,6,6,1,5,1,5,7,1,6,7,6,1,6,2,60318abd5f6c24103dd02a1f,
2/8/23 15:36,2/8/23 15:52,0,99.36.13.230,100,952,1,2/8/23 15:52,R_xg3XTfbdkPY00Uh,,,,,43.1166,-87.9904,anonymous,EN,1,1,5ad2c8334d061300011b1985,28,1,6,2,1,3,3,4,5,6,6,4,6,2,4,4,3,4,5,4,3,4,5,5,4,1,2,3,4,4,1,4,3,1,1,0,7,4,7,2,6,2,7,7,4,7,2,2,1,3,1,1,4,1,3,1,1,1,3,1,3,3,4,4,3,4,4,4,1,4,1,4,2,2,2,4,3,1,2,3,1,3,1,2,2,4,1,3,4,3,1,4,2,1,1,1,3,4,3,3,2,1,2,6,2,6,3,6,6,6,6,1,6,3,1,5,4,4,5,3,5,4,2,3,3,2,1,7,7,1,5,2,7,6,1,3,5,6,3,3,1,3,7,1,6,7,5,3,7,3,5ad2c8334d061300011b1985,
2/8/23 9:02,2/8/23 9:03,0,73.125.188.253,1,27,0,2/15/23 9:03,R_3oBW6FcGbHT2xSB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ec62902bb44c16b842128f9,
2/8/23 9:04,2/8/23 9:06,0,76.156.172.168,1,116,0,2/15/23 9:06,R_27yFcnwSheO0oll,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000cefee380e61fa9bc5ae4,
